timedelta,dst
45 days 08:00:00,-1
45 days 09:00:00,0
45 days 10:00:00,-1
45 days 11:00:00,0
45 days 12:00:00,1
45 days 13:00:00,2
45 days 14:00:00,1
45 days 15:00:00,3
45 days 16:00:00,5
45 days 17:00:00,5
45 days 18:00:00,2
45 days 19:00:00,6
45 days 20:00:00,11
45 days 21:00:00,8
45 days 22:00:00,0
45 days 23:00:00,-6
46 days 00:00:00,-7
46 days 01:00:00,-6
46 days 02:00:00,-4
46 days 03:00:00,-4
46 days 04:00:00,-3
46 days 05:00:00,-1
46 days 06:00:00,-3
46 days 07:00:00,-3
46 days 08:00:00,-2
46 days 09:00:00,-1
46 days 10:00:00,0
46 days 11:00:00,1
46 days 12:00:00,0
46 days 13:00:00,-2
46 days 14:00:00,1
46 days 15:00:00,-1
46 days 16:00:00,-1
46 days 17:00:00,-6
46 days 18:00:00,-7
46 days 19:00:00,-4
46 days 20:00:00,-3
46 days 21:00:00,-6
46 days 22:00:00,-7
46 days 23:00:00,-5
47 days 00:00:00,-1
47 days 01:00:00,-3
47 days 02:00:00,-10
47 days 03:00:00,-15
47 days 04:00:00,-19
47 days 05:00:00,-26
47 days 06:00:00,-31
47 days 07:00:00,-31
47 days 08:00:00,-30
47 days 09:00:00,-21
47 days 10:00:00,-12
47 days 11:00:00,-6
47 days 12:00:00,-1
47 days 13:00:00,-4
47 days 14:00:00,-3
47 days 15:00:00,-2
47 days 16:00:00,-3
47 days 17:00:00,-4
47 days 18:00:00,-8
47 days 19:00:00,-5
47 days 20:00:00,-4
47 days 21:00:00,-3
47 days 22:00:00,-6
47 days 23:00:00,-9
48 days 00:00:00,-7
48 days 01:00:00,-7
48 days 02:00:00,-6
48 days 03:00:00,-3
48 days 04:00:00,-2
48 days 05:00:00,-1
48 days 06:00:00,-1
48 days 07:00:00,1
48 days 08:00:00,0
48 days 09:00:00,2
48 days 10:00:00,2
48 days 11:00:00,1
48 days 12:00:00,-1
48 days 13:00:00,-4
48 days 14:00:00,-4
48 days 15:00:00,1
48 days 16:00:00,2
48 days 17:00:00,1
48 days 18:00:00,2
48 days 19:00:00,2
48 days 20:00:00,1
48 days 21:00:00,-2
48 days 22:00:00,-2
48 days 23:00:00,0
49 days 00:00:00,2
49 days 01:00:00,0
49 days 02:00:00,1
49 days 03:00:00,2
49 days 04:00:00,4
49 days 05:00:00,6
49 days 06:00:00,10
49 days 07:00:00,13
49 days 08:00:00,13
49 days 09:00:00,9
49 days 10:00:00,6
49 days 11:00:00,3
49 days 12:00:00,0
49 days 13:00:00,-3
49 days 14:00:00,-5
49 days 15:00:00,-3
49 days 16:00:00,-3
49 days 17:00:00,-5
49 days 18:00:00,-3
49 days 19:00:00,-3
49 days 20:00:00,-3
49 days 21:00:00,-5
49 days 22:00:00,-8
49 days 23:00:00,-6
50 days 00:00:00,-1
50 days 01:00:00,2
50 days 02:00:00,-4
50 days 03:00:00,-3
50 days 04:00:00,-3
50 days 05:00:00,-1
50 days 06:00:00,4
50 days 07:00:00,4
50 days 08:00:00,6
50 days 09:00:00,4
50 days 10:00:00,1
50 days 11:00:00,-1
50 days 12:00:00,-3
50 days 13:00:00,-1
50 days 14:00:00,1
50 days 15:00:00,3
50 days 16:00:00,3
50 days 17:00:00,5
50 days 18:00:00,11
50 days 19:00:00,0
50 days 20:00:00,-7
50 days 21:00:00,-7
50 days 22:00:00,-9
50 days 23:00:00,-12
51 days 00:00:00,-13
51 days 01:00:00,-13
51 days 02:00:00,-12
51 days 03:00:00,-5
51 days 04:00:00,-3
51 days 05:00:00,-1
51 days 06:00:00,-3
51 days 07:00:00,-4
51 days 08:00:00,-1
51 days 09:00:00,1
51 days 10:00:00,-1
51 days 11:00:00,1
51 days 12:00:00,1
51 days 13:00:00,0
51 days 14:00:00,3
51 days 15:00:00,0
51 days 16:00:00,0
51 days 17:00:00,-2
51 days 18:00:00,-5
51 days 19:00:00,-5
51 days 20:00:00,-11
51 days 21:00:00,-12
51 days 22:00:00,-14
51 days 23:00:00,-11
52 days 00:00:00,-11
52 days 01:00:00,-13
52 days 02:00:00,-15
52 days 03:00:00,-14
52 days 04:00:00,-8
52 days 05:00:00,-3
52 days 06:00:00,0
52 days 07:00:00,-3
52 days 08:00:00,-4
52 days 09:00:00,-5
52 days 10:00:00,-3
52 days 11:00:00,-4
52 days 12:00:00,-9
52 days 13:00:00,-13
52 days 14:00:00,-13
52 days 15:00:00,-12
52 days 16:00:00,-11
52 days 17:00:00,-8
52 days 18:00:00,-7
52 days 19:00:00,-5
52 days 20:00:00,-10
52 days 21:00:00,-20
52 days 22:00:00,-26
52 days 23:00:00,-28
53 days 00:00:00,-24
53 days 01:00:00,-17
53 days 02:00:00,-11
53 days 03:00:00,-5
53 days 04:00:00,0
53 days 05:00:00,-1
53 days 06:00:00,-5
53 days 07:00:00,-12
53 days 08:00:00,-8
53 days 09:00:00,-6
53 days 10:00:00,-2
53 days 11:00:00,4
53 days 12:00:00,3
53 days 13:00:00,6
53 days 14:00:00,9
53 days 15:00:00,7
53 days 16:00:00,-7
53 days 17:00:00,-16
53 days 18:00:00,-28
53 days 19:00:00,-34
53 days 20:00:00,-40
53 days 21:00:00,-38
53 days 22:00:00,-32
53 days 23:00:00,-27
54 days 00:00:00,-24
54 days 01:00:00,-18
54 days 02:00:00,-14
54 days 03:00:00,-13
54 days 04:00:00,-8
54 days 05:00:00,-7
54 days 06:00:00,-6
54 days 07:00:00,-4
54 days 08:00:00,-7
54 days 09:00:00,-11
54 days 10:00:00,-14
54 days 11:00:00,-15
54 days 12:00:00,-16
54 days 13:00:00,-17
54 days 14:00:00,-16
54 days 15:00:00,-19
54 days 16:00:00,-23
54 days 17:00:00,-22
54 days 18:00:00,-21
54 days 19:00:00,-26
54 days 20:00:00,-34
54 days 21:00:00,-43
54 days 22:00:00,-42
54 days 23:00:00,-45
55 days 00:00:00,-46
55 days 01:00:00,-43
55 days 02:00:00,-39
55 days 03:00:00,-34
55 days 04:00:00,-32
55 days 05:00:00,-29
55 days 06:00:00,-24
55 days 07:00:00,-25
55 days 08:00:00,-27
55 days 09:00:00,-26
55 days 10:00:00,-28
55 days 11:00:00,-22
55 days 12:00:00,-20
55 days 13:00:00,-22
55 days 14:00:00,-20
55 days 15:00:00,-17
55 days 16:00:00,-15
55 days 17:00:00,-15
55 days 18:00:00,-14
55 days 19:00:00,-8
55 days 20:00:00,-7
55 days 21:00:00,-6
55 days 22:00:00,-8
55 days 23:00:00,-4
56 days 00:00:00,-5
56 days 01:00:00,-8
56 days 02:00:00,-6
56 days 03:00:00,-3
56 days 04:00:00,-1
56 days 05:00:00,4
56 days 06:00:00,7
56 days 07:00:00,2
56 days 08:00:00,0
56 days 09:00:00,0
56 days 10:00:00,0
56 days 11:00:00,-1
56 days 12:00:00,-3
56 days 13:00:00,-5
56 days 14:00:00,-2
56 days 15:00:00,-1
56 days 16:00:00,-2
56 days 17:00:00,-2
56 days 18:00:00,0
56 days 19:00:00,-1
56 days 20:00:00,-8
56 days 21:00:00,-10
56 days 22:00:00,-8
56 days 23:00:00,-2
57 days 00:00:00,2
57 days 01:00:00,1
57 days 02:00:00,-2
57 days 03:00:00,-2
57 days 04:00:00,-3
57 days 05:00:00,-4
57 days 06:00:00,-7
57 days 07:00:00,-6
57 days 08:00:00,-9
57 days 09:00:00,-14
57 days 10:00:00,-19
57 days 11:00:00,-16
57 days 12:00:00,-16
57 days 13:00:00,-15
57 days 14:00:00,-15
57 days 15:00:00,-15
57 days 16:00:00,-19
57 days 17:00:00,-20
57 days 18:00:00,-15
57 days 19:00:00,-13
57 days 20:00:00,-11
57 days 21:00:00,-9
57 days 22:00:00,-2
57 days 23:00:00,2
58 days 00:00:00,2
58 days 01:00:00,2
58 days 02:00:00,3
58 days 03:00:00,4
58 days 04:00:00,3
58 days 05:00:00,7
58 days 06:00:00,9
58 days 07:00:00,7
58 days 08:00:00,5
58 days 09:00:00,8
58 days 10:00:00,7
58 days 11:00:00,5
58 days 12:00:00,8
58 days 13:00:00,8
58 days 14:00:00,5
58 days 15:00:00,2
58 days 16:00:00,0
58 days 17:00:00,-1
58 days 18:00:00,0
58 days 19:00:00,-4
58 days 20:00:00,-5
58 days 21:00:00,-4
58 days 22:00:00,-4
58 days 23:00:00,-2
59 days 00:00:00,3
59 days 01:00:00,5
59 days 02:00:00,2
59 days 03:00:00,7
59 days 04:00:00,9
59 days 05:00:00,9
59 days 06:00:00,12
59 days 07:00:00,14
59 days 08:00:00,13
59 days 09:00:00,8
59 days 10:00:00,16
59 days 11:00:00,7
59 days 12:00:00,9
59 days 13:00:00,10
59 days 14:00:00,12
59 days 15:00:00,10
59 days 16:00:00,8
59 days 17:00:00,9
59 days 18:00:00,8
59 days 19:00:00,8
59 days 20:00:00,6
59 days 21:00:00,10
59 days 22:00:00,8
59 days 23:00:00,6
60 days 00:00:00,12
60 days 01:00:00,19
60 days 02:00:00,13
60 days 03:00:00,8
60 days 04:00:00,4
60 days 05:00:00,6
60 days 06:00:00,15
60 days 07:00:00,14
60 days 08:00:00,8
60 days 09:00:00,-6
60 days 10:00:00,-23
60 days 11:00:00,-17
60 days 12:00:00,-11
60 days 13:00:00,-10
60 days 14:00:00,-22
60 days 15:00:00,-29
60 days 16:00:00,-26
60 days 17:00:00,-23
60 days 18:00:00,-22
60 days 19:00:00,-27
60 days 20:00:00,-27
60 days 21:00:00,-22
60 days 22:00:00,-19
60 days 23:00:00,-13
61 days 00:00:00,-11
61 days 01:00:00,-10
61 days 02:00:00,-10
61 days 03:00:00,-8
61 days 04:00:00,-9
61 days 05:00:00,-8
61 days 06:00:00,-7
61 days 07:00:00,-4
61 days 08:00:00,-6
61 days 09:00:00,-11
61 days 10:00:00,-9
61 days 11:00:00,-10
61 days 12:00:00,-9
61 days 13:00:00,-10
61 days 14:00:00,-10
61 days 15:00:00,-11
61 days 16:00:00,-14
61 days 17:00:00,-15
61 days 18:00:00,-14
61 days 19:00:00,-12
61 days 20:00:00,-8
61 days 21:00:00,-5
61 days 22:00:00,-4
61 days 23:00:00,-2
62 days 00:00:00,0
62 days 01:00:00,0
62 days 02:00:00,-2
62 days 03:00:00,-1
62 days 04:00:00,0
62 days 05:00:00,1
62 days 06:00:00,3
62 days 07:00:00,2
62 days 08:00:00,1
62 days 09:00:00,0
62 days 10:00:00,-1
62 days 11:00:00,2
62 days 12:00:00,3
62 days 13:00:00,3
62 days 14:00:00,1
62 days 15:00:00,2
62 days 16:00:00,-4
62 days 17:00:00,-6
62 days 18:00:00,-7
62 days 19:00:00,-10
62 days 20:00:00,-11
62 days 21:00:00,-13
62 days 22:00:00,-13
62 days 23:00:00,-7
63 days 00:00:00,0
63 days 01:00:00,2
63 days 02:00:00,1
63 days 03:00:00,0
63 days 04:00:00,-7
63 days 05:00:00,-5
63 days 06:00:00,-5
63 days 07:00:00,-7
63 days 08:00:00,-12
63 days 09:00:00,-13
63 days 10:00:00,-11
63 days 11:00:00,-16
63 days 12:00:00,-17
63 days 13:00:00,-21
63 days 14:00:00,-16
63 days 15:00:00,-15
63 days 16:00:00,-14
63 days 17:00:00,-16
63 days 18:00:00,-17
63 days 19:00:00,-17
63 days 20:00:00,-14
63 days 21:00:00,-13
63 days 22:00:00,-12
63 days 23:00:00,-10
64 days 00:00:00,-6
64 days 01:00:00,-6
64 days 02:00:00,-4
64 days 03:00:00,-11
64 days 04:00:00,-16
64 days 05:00:00,-15
64 days 06:00:00,-10
64 days 07:00:00,-4
64 days 08:00:00,-2
64 days 09:00:00,0
64 days 10:00:00,-5
64 days 11:00:00,-9
64 days 12:00:00,-14
64 days 13:00:00,-19
64 days 14:00:00,-16
64 days 15:00:00,-15
64 days 16:00:00,-15
64 days 17:00:00,-18
64 days 18:00:00,-15
64 days 19:00:00,-12
64 days 20:00:00,-7
64 days 21:00:00,-3
64 days 22:00:00,0
64 days 23:00:00,2
65 days 00:00:00,3
65 days 01:00:00,1
65 days 02:00:00,-3
65 days 03:00:00,-6
65 days 04:00:00,-6
65 days 05:00:00,-4
65 days 06:00:00,-4
65 days 07:00:00,-4
65 days 08:00:00,-7
65 days 09:00:00,-7
65 days 10:00:00,-7
65 days 11:00:00,-9
65 days 12:00:00,-10
65 days 13:00:00,-8
65 days 14:00:00,-4
65 days 15:00:00,-5
65 days 16:00:00,-13
65 days 17:00:00,-14
65 days 18:00:00,-13
65 days 19:00:00,-15
65 days 20:00:00,-14
65 days 21:00:00,-16
65 days 22:00:00,-11
65 days 23:00:00,-3
66 days 00:00:00,1
66 days 01:00:00,1
66 days 02:00:00,-3
66 days 03:00:00,-4
66 days 04:00:00,-11
66 days 05:00:00,-18
66 days 06:00:00,-16
66 days 07:00:00,-7
66 days 08:00:00,-4
66 days 09:00:00,-3
66 days 10:00:00,0
66 days 11:00:00,2
66 days 12:00:00,2
66 days 13:00:00,6
66 days 14:00:00,7
66 days 15:00:00,5
66 days 16:00:00,3
66 days 17:00:00,3
66 days 18:00:00,14
66 days 19:00:00,22
66 days 20:00:00,11
66 days 21:00:00,7
66 days 22:00:00,15
66 days 23:00:00,3
67 days 00:00:00,0
67 days 01:00:00,-17
67 days 02:00:00,-42
67 days 03:00:00,-44
67 days 04:00:00,-42
67 days 05:00:00,-56
67 days 06:00:00,-59
67 days 07:00:00,-69
67 days 08:00:00,-50
67 days 09:00:00,-38
67 days 10:00:00,-47
67 days 11:00:00,-52
67 days 12:00:00,-44
67 days 13:00:00,-38
67 days 14:00:00,-33
67 days 15:00:00,-30
67 days 16:00:00,-32
67 days 17:00:00,-34
67 days 18:00:00,-33
67 days 19:00:00,-34
67 days 20:00:00,-33
67 days 21:00:00,-31
67 days 22:00:00,-28
67 days 23:00:00,-32
68 days 00:00:00,-33
68 days 01:00:00,-26
68 days 02:00:00,-22
68 days 03:00:00,-30
68 days 04:00:00,-35
68 days 05:00:00,-39
68 days 06:00:00,-36
68 days 07:00:00,-30
68 days 08:00:00,-32
68 days 09:00:00,-25
68 days 10:00:00,-20
68 days 11:00:00,-25
68 days 12:00:00,-24
68 days 13:00:00,-17
68 days 14:00:00,-22
68 days 15:00:00,-24
68 days 16:00:00,-30
68 days 17:00:00,-32
68 days 18:00:00,-28
68 days 19:00:00,-35
68 days 20:00:00,-33
68 days 21:00:00,-33
68 days 22:00:00,-27
68 days 23:00:00,-22
69 days 00:00:00,-21
69 days 01:00:00,-30
69 days 02:00:00,-33
69 days 03:00:00,-29
69 days 04:00:00,-22
69 days 05:00:00,-21
69 days 06:00:00,-36
69 days 07:00:00,-38
69 days 08:00:00,-40
69 days 09:00:00,-36
69 days 10:00:00,-27
69 days 11:00:00,-22
69 days 12:00:00,-26
69 days 13:00:00,-29
69 days 14:00:00,-44
69 days 15:00:00,-51
69 days 16:00:00,-60
69 days 17:00:00,-63
69 days 18:00:00,-60
69 days 19:00:00,-57
69 days 20:00:00,-52
69 days 21:00:00,-50
69 days 22:00:00,-47
69 days 23:00:00,-39
70 days 00:00:00,-32
70 days 01:00:00,-33
70 days 02:00:00,-34
70 days 03:00:00,-31
70 days 04:00:00,-36
70 days 05:00:00,-33
70 days 06:00:00,-26
70 days 07:00:00,-28
70 days 08:00:00,-32
70 days 09:00:00,-27
70 days 10:00:00,-21
70 days 11:00:00,-20
70 days 12:00:00,-20
70 days 13:00:00,-21
70 days 14:00:00,-24
70 days 15:00:00,-28
70 days 16:00:00,-30
70 days 17:00:00,-29
70 days 18:00:00,-27
70 days 19:00:00,-25
70 days 20:00:00,-27
70 days 21:00:00,-27
70 days 22:00:00,-24
70 days 23:00:00,-17
71 days 00:00:00,-14
71 days 01:00:00,-18
71 days 02:00:00,-21
71 days 03:00:00,-24
71 days 04:00:00,-25
71 days 05:00:00,-17
71 days 06:00:00,-16
71 days 07:00:00,-19
71 days 08:00:00,-20
71 days 09:00:00,-18
71 days 10:00:00,-16
71 days 11:00:00,-11
71 days 12:00:00,-13
71 days 13:00:00,-16
71 days 14:00:00,-21
71 days 15:00:00,-23
71 days 16:00:00,-24
71 days 17:00:00,-25
71 days 18:00:00,-24
71 days 19:00:00,-22
71 days 20:00:00,-25
71 days 21:00:00,-25
71 days 22:00:00,-25
71 days 23:00:00,-19
72 days 00:00:00,-16
72 days 01:00:00,-19
72 days 02:00:00,-18
72 days 03:00:00,-14
72 days 04:00:00,-16
72 days 05:00:00,-16
72 days 06:00:00,-12
72 days 07:00:00,-12
72 days 08:00:00,-11
72 days 09:00:00,-8
72 days 10:00:00,-10
72 days 11:00:00,-14
72 days 12:00:00,-13
72 days 13:00:00,-9
72 days 14:00:00,-11
72 days 15:00:00,-13
72 days 16:00:00,-13
72 days 17:00:00,-11
72 days 18:00:00,-10
72 days 19:00:00,-12
72 days 20:00:00,-13
72 days 21:00:00,-12
72 days 22:00:00,-5
72 days 23:00:00,-4
73 days 00:00:00,-4
73 days 01:00:00,-4
73 days 02:00:00,-3
73 days 03:00:00,-4
73 days 04:00:00,-2
73 days 05:00:00,2
73 days 06:00:00,8
73 days 07:00:00,9
73 days 08:00:00,9
73 days 09:00:00,20
73 days 10:00:00,34
73 days 11:00:00,31
73 days 12:00:00,28
73 days 13:00:00,30
73 days 14:00:00,17
73 days 15:00:00,-3
73 days 16:00:00,-11
73 days 17:00:00,-9
73 days 18:00:00,-9
73 days 19:00:00,-9
73 days 20:00:00,-15
73 days 21:00:00,-18
73 days 22:00:00,-16
73 days 23:00:00,-8
74 days 00:00:00,-1
74 days 01:00:00,6
74 days 02:00:00,3
74 days 03:00:00,1
74 days 04:00:00,-1
74 days 05:00:00,-5
74 days 06:00:00,-4
74 days 07:00:00,-13
74 days 08:00:00,-10
74 days 09:00:00,-4
74 days 10:00:00,0
74 days 11:00:00,0
74 days 12:00:00,0
74 days 13:00:00,-4
74 days 14:00:00,-2
74 days 15:00:00,0
74 days 16:00:00,-4
74 days 17:00:00,-1
74 days 18:00:00,1
74 days 19:00:00,-4
74 days 20:00:00,-5
74 days 21:00:00,-2
74 days 22:00:00,21
74 days 23:00:00,19
75 days 00:00:00,12
75 days 01:00:00,12
75 days 02:00:00,17
75 days 03:00:00,14
75 days 04:00:00,9
75 days 05:00:00,-5
75 days 06:00:00,-5
75 days 07:00:00,-24
75 days 08:00:00,-24
75 days 09:00:00,-2
75 days 10:00:00,-29
75 days 11:00:00,-55
75 days 12:00:00,-46
75 days 13:00:00,-52
75 days 14:00:00,-76
75 days 15:00:00,-72
75 days 16:00:00,-78
75 days 17:00:00,-85
75 days 18:00:00,-82
75 days 19:00:00,-77
75 days 20:00:00,-68
75 days 21:00:00,-58
75 days 22:00:00,-46
75 days 23:00:00,-36
76 days 00:00:00,-28
76 days 01:00:00,-43
76 days 02:00:00,-44
76 days 03:00:00,-54
76 days 04:00:00,-62
76 days 05:00:00,-55
76 days 06:00:00,-69
76 days 07:00:00,-67
76 days 08:00:00,-66
76 days 09:00:00,-49
76 days 10:00:00,-49
76 days 11:00:00,-66
76 days 12:00:00,-49
76 days 13:00:00,-48
76 days 14:00:00,-42
76 days 15:00:00,-41
76 days 16:00:00,-59
76 days 17:00:00,-56
76 days 18:00:00,-53
76 days 19:00:00,-53
76 days 20:00:00,-70
76 days 21:00:00,-49
76 days 22:00:00,-57
76 days 23:00:00,-61
77 days 00:00:00,-60
77 days 01:00:00,-58
77 days 02:00:00,-62
77 days 03:00:00,-76
77 days 04:00:00,-162
77 days 05:00:00,-205
77 days 06:00:00,-192
77 days 07:00:00,-185
77 days 08:00:00,-170
77 days 09:00:00,-135
77 days 10:00:00,-125
77 days 11:00:00,-136
77 days 12:00:00,-139
77 days 13:00:00,-111
77 days 14:00:00,-105
77 days 15:00:00,-110
77 days 16:00:00,-116
77 days 17:00:00,-113
77 days 18:00:00,-108
77 days 19:00:00,-106
77 days 20:00:00,-101
77 days 21:00:00,-96
77 days 22:00:00,-85
77 days 23:00:00,-78
78 days 00:00:00,-74
78 days 01:00:00,-72
78 days 02:00:00,-68
78 days 03:00:00,-89
78 days 04:00:00,-119
78 days 05:00:00,-114
78 days 06:00:00,-105
78 days 07:00:00,-104
78 days 08:00:00,-109
78 days 09:00:00,-107
78 days 10:00:00,-104
78 days 11:00:00,-102
78 days 12:00:00,-97
78 days 13:00:00,-90
78 days 14:00:00,-95
78 days 15:00:00,-104
78 days 16:00:00,-105
78 days 17:00:00,-97
78 days 18:00:00,-94
78 days 19:00:00,-95
78 days 20:00:00,-94
78 days 21:00:00,-82
78 days 22:00:00,-68
78 days 23:00:00,-57
79 days 00:00:00,-54
79 days 01:00:00,-52
79 days 02:00:00,-52
79 days 03:00:00,-60
79 days 04:00:00,-67
79 days 05:00:00,-67
79 days 06:00:00,-64
79 days 07:00:00,-62
79 days 08:00:00,-62
79 days 09:00:00,-65
79 days 10:00:00,-63
79 days 11:00:00,-61
79 days 12:00:00,-60
79 days 13:00:00,-62
79 days 14:00:00,-66
79 days 15:00:00,-69
79 days 16:00:00,-70
79 days 17:00:00,-72
79 days 18:00:00,-71
79 days 19:00:00,-70
79 days 20:00:00,-69
79 days 21:00:00,-64
79 days 22:00:00,-58
79 days 23:00:00,-53
80 days 00:00:00,-44
80 days 01:00:00,-42
80 days 02:00:00,-46
80 days 03:00:00,-50
80 days 04:00:00,-48
80 days 05:00:00,-46
80 days 06:00:00,-46
80 days 07:00:00,-48
80 days 08:00:00,-52
80 days 09:00:00,-50
80 days 10:00:00,-50
80 days 11:00:00,-46
80 days 12:00:00,-46
80 days 13:00:00,-40
80 days 14:00:00,-38
80 days 15:00:00,-39
80 days 16:00:00,-42
80 days 17:00:00,-40
80 days 18:00:00,-33
80 days 19:00:00,-33
80 days 20:00:00,-28
80 days 21:00:00,-24
80 days 22:00:00,-18
80 days 23:00:00,-13
81 days 00:00:00,-25
81 days 01:00:00,-38
81 days 02:00:00,-39
81 days 03:00:00,-38
81 days 04:00:00,-48
81 days 05:00:00,-47
81 days 06:00:00,-47
81 days 07:00:00,-49
81 days 08:00:00,-48
81 days 09:00:00,-40
81 days 10:00:00,-34
81 days 11:00:00,-34
81 days 12:00:00,-40
81 days 13:00:00,-36
81 days 14:00:00,-41
81 days 15:00:00,-49
81 days 16:00:00,-48
81 days 17:00:00,-42
81 days 18:00:00,-40
81 days 19:00:00,-52
81 days 20:00:00,-56
81 days 21:00:00,-53
81 days 22:00:00,-43
81 days 23:00:00,-34
82 days 00:00:00,-30
82 days 01:00:00,-29
82 days 02:00:00,-31
82 days 03:00:00,-35
82 days 04:00:00,-39
82 days 05:00:00,-47
82 days 06:00:00,-46
82 days 07:00:00,-43
82 days 08:00:00,-43
82 days 09:00:00,-46
82 days 10:00:00,-44
82 days 11:00:00,-42
82 days 12:00:00,-37
82 days 13:00:00,-34
82 days 14:00:00,-34
82 days 15:00:00,-35
82 days 16:00:00,-42
82 days 17:00:00,-49
82 days 18:00:00,-54
82 days 19:00:00,-63
82 days 20:00:00,-62
82 days 21:00:00,-54
82 days 22:00:00,-47
82 days 23:00:00,-37
83 days 00:00:00,-31
83 days 01:00:00,-24
83 days 02:00:00,-23
83 days 03:00:00,-28
83 days 04:00:00,-32
83 days 05:00:00,-32
83 days 06:00:00,-40
83 days 07:00:00,-46
83 days 08:00:00,-49
83 days 09:00:00,-48
83 days 10:00:00,-46
83 days 11:00:00,-40
83 days 12:00:00,-41
83 days 13:00:00,-37
83 days 14:00:00,-36
83 days 15:00:00,-38
83 days 16:00:00,-40
83 days 17:00:00,-39
83 days 18:00:00,-36
83 days 19:00:00,-39
83 days 20:00:00,-35
83 days 21:00:00,-29
83 days 22:00:00,-21
83 days 23:00:00,-22
84 days 00:00:00,-22
84 days 01:00:00,-21
84 days 02:00:00,-27
84 days 03:00:00,-29
84 days 04:00:00,-33
84 days 05:00:00,-30
84 days 06:00:00,-27
84 days 07:00:00,-27
84 days 08:00:00,-30
84 days 09:00:00,-31
84 days 10:00:00,-34
84 days 11:00:00,-33
84 days 12:00:00,-31
84 days 13:00:00,-26
84 days 14:00:00,-24
84 days 15:00:00,-28
84 days 16:00:00,-32
84 days 17:00:00,-36
84 days 18:00:00,-36
84 days 19:00:00,-33
84 days 20:00:00,-35
84 days 21:00:00,-38
84 days 22:00:00,-34
84 days 23:00:00,-30
85 days 00:00:00,-30
85 days 01:00:00,-35
85 days 02:00:00,-34
85 days 03:00:00,-34
85 days 04:00:00,-39
85 days 05:00:00,-46
85 days 06:00:00,-48
85 days 07:00:00,-45
85 days 08:00:00,-43
85 days 09:00:00,-42
85 days 10:00:00,-36
85 days 11:00:00,-35
85 days 12:00:00,-34
85 days 13:00:00,-34
85 days 14:00:00,-37
85 days 15:00:00,-39
85 days 16:00:00,-38
85 days 17:00:00,-38
85 days 18:00:00,-36
85 days 19:00:00,-40
85 days 20:00:00,-35
85 days 21:00:00,-35
85 days 22:00:00,-30
85 days 23:00:00,-22
86 days 00:00:00,-18
86 days 01:00:00,-21
86 days 02:00:00,-24
86 days 03:00:00,-28
86 days 04:00:00,-29
86 days 05:00:00,-27
86 days 06:00:00,-27
86 days 07:00:00,-25
86 days 08:00:00,-26
86 days 09:00:00,-24
86 days 10:00:00,-23
86 days 11:00:00,-22
86 days 12:00:00,-21
86 days 13:00:00,-18
86 days 14:00:00,-20
86 days 15:00:00,-26
86 days 16:00:00,-30
86 days 17:00:00,-27
86 days 18:00:00,-27
86 days 19:00:00,-30
86 days 20:00:00,-31
86 days 21:00:00,-28
86 days 22:00:00,-23
86 days 23:00:00,-22
87 days 00:00:00,-17
87 days 01:00:00,-17
87 days 02:00:00,-16
87 days 03:00:00,-17
87 days 04:00:00,-21
87 days 05:00:00,-19
87 days 06:00:00,-19
87 days 07:00:00,-20
87 days 08:00:00,-21
87 days 09:00:00,-22
87 days 10:00:00,-21
87 days 11:00:00,-21
87 days 12:00:00,-22
87 days 13:00:00,-20
87 days 14:00:00,-18
87 days 15:00:00,-20
87 days 16:00:00,-21
87 days 17:00:00,-19
87 days 18:00:00,-16
87 days 19:00:00,-16
87 days 20:00:00,-17
87 days 21:00:00,-13
87 days 22:00:00,-7
87 days 23:00:00,-6
88 days 00:00:00,-6
88 days 01:00:00,-6
88 days 02:00:00,-8
88 days 03:00:00,-9
88 days 04:00:00,-10
88 days 05:00:00,-8
88 days 06:00:00,-5
88 days 07:00:00,-5
88 days 08:00:00,-8
88 days 09:00:00,-9
88 days 10:00:00,-8
88 days 11:00:00,-10
88 days 12:00:00,-9
88 days 13:00:00,-5
88 days 14:00:00,0
88 days 15:00:00,11
88 days 16:00:00,7
88 days 17:00:00,8
88 days 18:00:00,13
88 days 19:00:00,6
88 days 20:00:00,1
88 days 21:00:00,5
88 days 22:00:00,8
88 days 23:00:00,11
89 days 00:00:00,11
89 days 01:00:00,7
89 days 02:00:00,5
89 days 03:00:00,3
89 days 04:00:00,8
89 days 05:00:00,5
89 days 06:00:00,5
89 days 07:00:00,5
89 days 08:00:00,-3
89 days 09:00:00,-6
89 days 10:00:00,-7
89 days 11:00:00,-8
89 days 12:00:00,-8
89 days 13:00:00,-4
89 days 14:00:00,-4
89 days 15:00:00,-8
89 days 16:00:00,-8
89 days 17:00:00,-9
89 days 18:00:00,-19
89 days 19:00:00,-18
89 days 20:00:00,-20
89 days 21:00:00,-21
89 days 22:00:00,-15
89 days 23:00:00,-11
90 days 00:00:00,-6
90 days 01:00:00,-16
90 days 02:00:00,-19
90 days 03:00:00,-22
90 days 04:00:00,-22
90 days 05:00:00,-21
90 days 06:00:00,-20
90 days 07:00:00,-19
90 days 08:00:00,-15
90 days 09:00:00,-12
90 days 10:00:00,-13
90 days 11:00:00,-15
90 days 12:00:00,-14
90 days 13:00:00,-14
90 days 14:00:00,-16
90 days 15:00:00,-22
90 days 16:00:00,-26
90 days 17:00:00,-25
90 days 18:00:00,-23
90 days 19:00:00,-19
